web-scraper-order,web-scraper-start-url,job_name,job_name-href,company_name,location,JobDescReq,page
"1707039644-1","https://www.linkedin.com/jobs/data-analyst","Data Privacy Consultant (Senior Associate - Manager)","https://www.linkedin.com/jobs/view/3799240345/?eBP=JOBS_AUCTION_SERVICE_FAILED&refId=cMBPoZS%2BVMPHM7G1YBwE5w%3D%3D&trackingId=b%2BukOck1fFPBlKlt2CROGw%3D%3D&trk=flagship3_search_srp_jobs","KPMG Indonesia","KPMG Indonesia · Jakarta Raya, Indonesia · 3 minggu yang lalu · 69 pelamar","Tentang pekerjaan ini
            

            
                KPMG Digital Trust & Cyber helps organizations with tailored solutions for cyber security and data protection. Our professionals assist clients to address their concerns around Confidentiality, Integrity, Availability and Privacy of their technology, business systems, and information assets to build enterprise-wide security strategies to help move the organizations from reacting in crisis mode to having proactive, value-added business solutions, we help them carry security throughout their entire organization.
We are seeking for someone who have proven track record in governance, risk, and control area with experience on data privacy for professional working experience at least 4 years, within professional services or an in-house information security function, preferably in Financial Services, Fintech, Insurance, or Telco Industry.

What you will do:       Advising and delivering projects on cyber security governance, risks, frameworks, and operating models.Support project and engagement management teams to deliver high quality work in a timely manner to include: scoping activities, production of deliverables, financial management & engagement and risk management.Developing constructive relationships, both internal and external, and support the business development activity of senior members of the team.Supporting leadership of the team in the embedding effective working practices.Recognize the importance of continuous self-development and actively strive to achieve this.

Desired skills & experience      Excellent academic background in fields related to Business Management, Legal, Computer Science, Cyber, Information Security, IT or relevant STEM subjects.Ability to build strong and lasting internal and client relationships.Understanding and experience with a wide range of Privacy and Cyber Security principles, technologies, and techniques.Recognized Privacy qualifications – either achieved or working towards (Specifically Certified Information Privacy Manager [CIPM], Certified Information Privacy Technologist [CIPTL], or respective Privacy tools certification)Good English communication skills (both written and oral) and project management skills.Strong attention for detail and the ability to manage multiple simultaneous cases and flexibility to adapt to a variety of different engagement types, working hours and work environments and locations.


Only shortlisted candidates will be contacted by KPMG Siddharta Advisory Recruitment team. All applicants' information and personal data will be treated as strictly confidential and used for recruitment purposes only.
            
          
          
          
        
      
        
                  
    

    




    Lihat selengkapnya",""
"1707039655-2","https://www.linkedin.com/jobs/data-analyst","Product Manager","https://www.linkedin.com/jobs/view/3816308023/?eBP=JOBS_AUCTION_SERVICE_FAILED&refId=cMBPoZS%2BVMPHM7G1YBwE5w%3D%3D&trackingId=shLlCPrZaZEs%2FS8FEO0s1w%3D%3D&trk=flagship3_search_srp_jobs","Cakap","Cakap · Jakarta Raya, Indonesia · 5 hari yang lalu · 15 pelamar","Tentang pekerjaan ini
            

            
                Currently, we are looking for someone who can fill the position of Product Manager. In general, you need to work closely with various stakeholders and Product fellows to understand product strategy and roadmap into detail feature user story and description. Take a look at some points below to understand more about this role.
      Prepare and develop the product roadmap.Collect quantitative product data and metrics, synthesize customer research, and gather requirements.Maintain a highly prioritized product backlog based on business and customer impact.Follow the build, measure, learn loop, and create experiments to test all product hypotheses anywhere from prototyping to production phases.Study the product and understand its competitive edge in order to present actionable product research findings to other departments.Manage the product team, including counselling and disciplining employees; planning, monitoring, and appraising job results.

Requirements and specificationsIn order to carry out the obligations well, we need someone who has specific knowledge and abilities in a specific area. To make it easier, there are:
      Bachelor’s degree in business, engineering, or equivalent.At least 3 years of experience in product management.Fluency in both written and spoken English.Good administrative skills and ability to create good requirement documentation.Strong analytical and problem-solving skills.Knowledge of fundamental concepts, procedures, and practices to build a product.Familiarity with Agile Practices.Strong communication skills in a multicultural environment.Ability to remove friction and drive collaboration.Interest in creating social impact through Indonesia's education.

Connect with UsMake yourself updated with Cakap & Cakap Squad activities by follow our social media at:      Instagram: @lifeatcakap @cakapcomTwitter: @cakapcomTiktok: @cakapcomLinkedIn: Cakap

            
          
          
          
        
      
        
                  
    

    




    Lihat selengkapnya",""
"1707039666-3","https://www.linkedin.com/jobs/data-analyst","Customer Relation & Business Development","https://www.linkedin.com/jobs/view/3817462807/?eBP=JOBS_AUCTION_SERVICE_FAILED&refId=cMBPoZS%2BVMPHM7G1YBwE5w%3D%3D&trackingId=Kl%2FfhPrSP7JSzMwa0rZzbw%3D%3D&trk=flagship3_search_srp_jobs","BMHS (Bundamedik Healthcare System)","BMHS (Bundamedik Healthcare System) · Jakarta Raya, Indonesia · 5 hari yang lalu · Lebih dari 100 pelamar","Tentang pekerjaan ini
            

            
                Tanggung Jawab:      Berkolaborasi dalam mengembangkan bisnis yang berfokus pada pengembangan cabang baru, produk baru dan kerjasama strategis dalam lingkup grup Perusahaan.Melakukan riset terkait trend dan arah pengembangan bisnis untuk grup Perusahaan.Mengevaluasi dan merekomendasikan pengembangan produk/jasa yang sudah ada.Menganalisa dan merekomendasikan mitra bisnis potensial untuk menjalin kerjasama.Mengimplementasikan rencana pengembangan bisnis/produk dan kerjasama mitra bisnisMelakukan koordinasi dan monitoring untuk operasional pelayanan customer VVIP

Kualifikasi:      Pendidikan minimal S1 Profesi Kedokteran UmumMemiliki pengalaman 5 tahun di dalam ekspansi bisnis dan pengembangan produk, terutama di industri kesehatan/rumah sakitMemiliki kemampuan analisa yang kuat (market, financial) dan project managementFasih dalam mengolah data dan menampilkan presentasiKomunikatif dan memiliki interpersonal yang baikFasih berkomunikasi dalam Bahasa Inggris, baik lisan maupun tertulisBersedia ditempatkan di Jakarta Pusat.

            
          
          
          
        
      
        
                  
    

    




    Lihat selengkapnya",""
"1707039677-4","https://www.linkedin.com/jobs/data-analyst","Remote Python Data Science Analyst","https://www.linkedin.com/jobs/view/3818408991/?eBP=JOBS_AUCTION_SERVICE_FAILED&refId=cMBPoZS%2BVMPHM7G1YBwE5w%3D%3D&trackingId=kmyNxZ9j0mRfK6w%2Fcz7e1g%3D%3D&trk=flagship3_search_srp_jobs","Turing","Turing · Area DKI Jakarta · 1 minggu yang lalu · 1 pelamar","Tentang pekerjaan ini
            

            
                Exciting opportunity for Python Developers to collaborate on AI projects with our well-known client in the U.S

You will become a vital part of the team, inspecting algorithms, providing feedback, and working with the research team to enhance innovative technologies.

What You'll Do:

      Write effective Python code to solve complex issues.Keep in constant touch with the research team to help achieve the company’s targets.Explain your code and problem-solving strategies clearly.Find and fix bugs in code, and document your work well.Use data analysis to answer big questions for the business using varied data sources.Communicate effectively with the team to understand project needs and provide accurate solutions.


What You Should Have:

      Bachelor’s or master’s in Engineering, Computer Science, or equivalent experience.At least 3 years in data science.A minimum of 2 years in data analysis.Proficient in Python, with at least 2 years in the field.A strong background in Data Science or Analysis.Fluent in English, both spoken and written.Experience with SQL and databases.


Benefits:

      Work with top experts globally, expanding your professional network.Enjoy a non-traditional job - perfect for those who love working remotely.Competitive salary in USD.Be a part of crucial cutting-edge AI projects.


This is your chance to join a dynamic team and impact the future of technology. Show us your skills by doing well in the tests and MCQs, and you could be the next to join this mission to transform tech for everyone.
            
          
          
          
        
      
        
                  
    

    




    Lihat selengkapnya",""
"1707039688-5","https://www.linkedin.com/jobs/data-analyst","Remote Data Scientist","https://www.linkedin.com/jobs/view/3818410943/?eBP=JOBS_AUCTION_SERVICE_FAILED&refId=cMBPoZS%2BVMPHM7G1YBwE5w%3D%3D&trackingId=0TkNYgYv5wN4jalaP42mXQ%3D%3D&trk=flagship3_search_srp_jobs","Turing","Turing · Area DKI Jakarta · 1 minggu yang lalu · 0 pelamar","Tentang pekerjaan ini
            

            
                Exciting opportunity for Python Developers to work with an esteemed AI client in the United States. (no prior AI experience required)

Your core responsibilities as a Python developer includes reviewing of your peers' code, providing constructive feedback, and active collaboration with the research team to ensure alignment with the company's broader vision.

Job Responsibilities:

      Develop effective Python code for tackling complex problemsUtilize business sense and analytical skills to glean insights from public databasesMaintain clear communication with researchers to support organizational objectivesClearly articulate reasoning and logic when coding in Jupyter notebooksFix bugs in the code and provide thorough documentationCommunicate effectively with researchers to comprehend needs and deliver results


What You Should Have:

      Hold a Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)Possess at least 3+ years of relevant experience as a data scientistBring 2+ years of Data analysis experience Have 2+ years of experience working with Python programmingCarry extensive experience in Data Science/AnalysisPossess familiarity with SQL and related technologies (nice to have)


Perks of Joining Us:

      Demonstrate excellent communication abilities for successful collaboration with stakeholders and researchersUtilize strong data analytic abilities and business sense to draw appropriate conclusions from the dataset, respond to those conclusions, and convey key findings clearlyExhibit excellent problem-solving and analytical skillsCommunicate fluently in conversational and written English communication skills""

            
          
          
          
        
      
        
                  
    

    




    Lihat selengkapnya",""
"1707039699-6","https://www.linkedin.com/jobs/data-analyst","Remote Data Science Analyst","https://www.linkedin.com/jobs/view/3818412764/?eBP=JOBS_AUCTION_SERVICE_FAILED&refId=cMBPoZS%2BVMPHM7G1YBwE5w%3D%3D&trackingId=ZdPuYeTxlAJAtc4r7%2BjYUQ%3D%3D&trk=flagship3_search_srp_jobs","Turing","Turing · Area DKI Jakarta · 1 minggu yang lalu · 2 pelamar","Tentang pekerjaan ini
            

            
                Our prestigious AI client in the United States is seeking talented Python Developers to join their team.

As a Python developer, your primary responsibilities encompass performing peer code reviews, providing valuable constructive feedback, and collaborating with research team to stay aligned with the vision of the company.

Your Role:

      Develop Python code to solve challenging problems.Keep open lines of communication with the research team for goal alignment.Log processes and logic using Jupyter notebooks.Debug software and ensure clear code documentation.Understand researchers' needs and produce accurate results.


Your Qualifications:

      A degree in Engineering/CS or relevant experience.At least 3 years in data science, with 2 years in data analysis.2 years of professional Python programming experience.Well-versed in the principles of Data Science/Analysis.Strong English communication skills.Experience with SQL.


Advantages of Joining us:

      Join a team of smart Python developers from around the world without relocating.Freedom to work from any location, proving that an office is not essential for outstanding work.Attractive compensation package in USD meeting international benchmarks.Work on exciting new projects that focus on innovation and keep you ahead in technology.


Advance your career today by completing tests and MCQs. Give yourself a better chance of matching to one of these exciting roles. This is your chance to be a crucial part of the efforts and forever change how we use technology.
            
          
          
          
        
      
        
                  
    

    




    Lihat selengkapnya",""
"1707039710-7","https://www.linkedin.com/jobs/data-analyst","Remote Python Data Science Expert","https://www.linkedin.com/jobs/view/3818413816/?eBP=JOBS_AUCTION_SERVICE_FAILED&refId=cMBPoZS%2BVMPHM7G1YBwE5w%3D%3D&trackingId=ZHn1tSTlQOxBWboO0ypQFA%3D%3D&trk=flagship3_search_srp_jobs","Turing","Turing · Indonesia · 1 minggu yang lalu · 0 pelamar","Tentang pekerjaan ini
            

            
                Exciting opportunity for Python Developers to work with an esteemed AI client in the United States. (no prior AI experience required)

Your core responsibilities as a Python developer include reviewing your peers' code, providing constructive feedback, and actively collaborating with the research team to ensure alignment with the company's broader vision.

Essential Responsibilities:

      Develop effective Python code for tackling complex problemsUtilize business sense and analytical skills to glean insights from public databasesMaintain clear communication with researchers to support organizational objectivesClearly articulate reasoning and logic when coding in Jupyter notebooksFix bugs in the code and provide thorough documentationCommunicate effectively with researchers to comprehend needs and deliver results


What You Should Have:

      Hold a Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)Possess at least 3+ years of relevant experience as a data scientistBring 2+ years of Data analysis experience Have 2+ years of experience working with Python programmingCarry extensive experience in Data Science/AnalysisPossess familiarity with SQL and related technologies (nice to have)


Amazing Benefits and Opportunities:

      Demonstrate excellent communication abilities for successful collaboration with stakeholders and researchersUtilize strong data analytic abilities and business sense to draw appropriate conclusions from the dataset, respond to those conclusions, and convey key findings clearlyExhibit excellent problem-solving and analytical skillsCommunicate fluently in conversational and written English communication skills

            
          
          
          
        
      
        
                  
    

    




    Lihat selengkapnya",""
"1707039721-8","https://www.linkedin.com/jobs/data-analyst","Remote Python Data Science Analyst","https://www.linkedin.com/jobs/view/3818417326/?eBP=JOBS_AUCTION_SERVICE_FAILED&refId=cMBPoZS%2BVMPHM7G1YBwE5w%3D%3D&trackingId=zV4QU6nFVA%2FPUGW81LFONQ%3D%3D&trk=flagship3_search_srp_jobs","Turing","Turing · Area DKI Jakarta · 1 minggu yang lalu · 2 pelamar","Tentang pekerjaan ini
            

            
                Hiring Python Developers to work on AI projects with our renowned client in the U.S. (no prior AI experience needed)

As a Python developer, you'll be vital in code review, feedback, and collaborating with researchers to make the innovative vision a reality.

Your Responsibilities: 

      Develop Python scripts for complex challenges.Discuss project progress with the research team.Create clear Jupyter Notebook documentation.Fix software glitches and document your solutions.


Qualifications and Skills: 

      Holding a bachelor's or master's in Engineering/Computer Science or equivalent experience.3+ years in data science; 2+ years in data analysis.Skilled in Python with at least 2 years of use.A strong background in Data Science/Analysis.Fluent in English, both spoken and written.Familiarity with SQL and databases. 


Benefits: 

      Team up with world-class experts and innovators from all over the map, and expand your network as far as your aspirations go.This is the ultimate opportunity for freedom-seekers who prefer to work remotely from any location they like.Get a great compensation in US dollars, aligning with a worldwide earning standard.Engage in groundbreaking ventures that challenge and advance the tech frontier, ensuring you’re always leading at front


Apply today and leave your mark on how we connect with devices. Raise your career prospects by finishing the tests and MCQs fast, increasing your chance of matching with the forward-thinking projects.
            
          
          
          
        
      
        
                  
    

    




    Lihat selengkapnya",""
"1707039732-9","https://www.linkedin.com/jobs/data-analyst","Remote Python Data Science Expert","https://www.linkedin.com/jobs/view/3818418327/?eBP=JOBS_AUCTION_SERVICE_FAILED&refId=cMBPoZS%2BVMPHM7G1YBwE5w%3D%3D&trackingId=0tzOF%2BSU8DyO%2FTtb1C5KvQ%3D%3D&trk=flagship3_search_srp_jobs","Turing","Turing · Area DKI Jakarta · 1 minggu yang lalu · 0 pelamar","Tentang pekerjaan ini
            

            
                Exciting opportunity for Python Developers to work with an esteemed AI client in the United States. (no prior AI experience required)

Your core responsibilities as a Python developer include reviewing your peers' code, providing constructive feedback, and actively collaborating with the research team to ensure alignment with the company's broader vision.

Essential Responsibilities:

      Develop effective Python code for tackling complex problemsUtilize business sense and analytical skills to glean insights from public databasesMaintain clear communication with researchers to support organizational objectivesClearly articulate reasoning and logic when coding in Jupyter notebooksFix bugs in the code and provide thorough documentationCommunicate effectively with researchers to comprehend needs and deliver results


What You Should Have:

      Hold a Bachelor’s/Master’s degree in Engineering, Computer Science (or equivalent experience)Possess at least 3+ years of relevant experience as a data scientistBring 2+ years of Data analysis experience Have 2+ years of experience working with Python programmingCarry extensive experience in Data Science/AnalysisPossess familiarity with SQL and related technologies (nice to have)


Amazing Benefits and Opportunities:

      Demonstrate excellent communication abilities for successful collaboration with stakeholders and researchersUtilize strong data analytic abilities and business sense to draw appropriate conclusions from the dataset, respond to those conclusions, and convey key findings clearlyExhibit excellent problem-solving and analytical skillsCommunicate fluently in conversational and written English communication skills

            
          
          
          
        
      
        
                  
    

    




    Lihat selengkapnya",""
"1707039742-10","https://www.linkedin.com/jobs/data-analyst","Co-Head of Social & Economic Systems - Greenpeace International","https://www.linkedin.com/jobs/view/3817359414/?eBP=JOBS_AUCTION_SERVICE_FAILED&refId=0arEFsz%2BldZOQHG2Ifdw%2Bg%3D%3D&trackingId=cnqX3sE%2Bcgm3hIDGe9Qp9w%3D%3D&trk=flagship3_search_srp_jobs","Greenpeace International","Greenpeace International · Indonesia · 3 hari yang lalu · 98 pelamar","Tentang pekerjaan ini
            

            
                Job descriptionPermanent* / full time*offered on a 12 month contract basis initially, with possibility of extension / move to permanent contract, subject to local terms.
Location: The successful candidate may be based in a country where one of the independent National/Regional Greenpeace organisations (NRO’s) is located. See the locations here. [Unfortunately, we are currently unable to host new staff in a number of NROs at this present time, due to various restrictions. We are unable to support hosting of new staff in Africa, India, US, UK, Italy, Colombia, MENA region, in addition to some other NRO locations. The recruitment team may reach out to you to provide an update as necessary, depending on your location]. We offer competitive NGO level salary and benefits, the specifics of which depend on location where the successful candidates will be based. We aim to share this information with candidates before reaching the offer stage.
Greenpeace International (GPI) is looking for two Co-Head of Social & Economic Systems to play a key co-leadership role in our International Programme Department – building on their expertise in the field of impactful people-powered campaigns and engagement in the global Social & Economic Systems space.
The Social and Economic Systems campaigns focus on building momentum in two interconnected areas:      collaborating with social movements to build people power, particularly in the Global South.catalysing socio-economic and development models that put people and the planet first.

It’s an emerging campaign area with exciting opportunities to explore new campaign approaches.
The Greenpeace International Programme Department provides vision, strategic direction, steer and support to the global Greenpeace network in the development and delivery of an ambitious and impactful Global Programme, with a dedicated focus on impact critical independent National and Regional Greenpeace Organisations (NROs).
You will lead and manage the design and implementation of impactful people powered campaigns in line with the Global Programme Plan, as well as GPI’s active support to the NRO teams in charge of delivering these campaigns. As one of two Co-Heads delivering the overall objectives of the pillar you will also build effective collaboration throughout GPI, NRO and external stakeholders to create a stronger Global Programme and global movement for change.
In this role you will:
      Co-create and drive forward a strategic portfolio of high impact campaigns related to Social & Economic Systems.Ensure alignment of campaign and engagement work with the overall Global Programme Plan, relating to the systems pillars.Build and maintain strong working relationships with key allies and strategic partners to align the strategy and maximise the impact of the global movement.Engage with key decision makers and influential thought leaders in relevant campaign and engagement areas.Identify and create synergies between people powered campaigns and supporter engagement, to strengthen Greenpeace’s impact globally.Work with other teams to align fundraising, strategy and coordination of the International Programme, especially with the International Fundraising and International Development Departments.Facilitate collaboration between independent national and regional Greenpeace organisations, on strategy and implementation, especially focused on increasing impact in the Global South.Foster dialogue and smart risk-taking for greater impact.Co-lead, manage and develop a multidisciplinary dynamic and delivery focused team of Programme Managers, Engagement Support Managers and Campaign Operations Managers.Task manage staff members for specific tasks/projects.Ensure the effective budgeting, management and expenditure of internal resources and enabling funds for maximum impact.
For further information about this role, please see the full job description by clicking HERE.
Job requirementsWhat we’re looking for:
      Significant experience in a senior strategic campaigns and/or engagement role, including leading international teams.Relevant understanding of campaigning and engagement issues covering the equity and justice concerns relating to Social & Economic Systems.A track record of leading the design and successful delivery of tangible & impactful people powered campaigns.A track record of delivering ambitious public/supporter engagement strategies, with a deep understanding of multiple engagement techniques.Significant experience of successfully applying systemic and strategic thinking into real world campaigns, preferably including crisis related campaign contexts.Significant experience of designing and working with Justice, Equity, Diversity, Inclusion and Safety principles.Significant experience working in multicultural environments, across different geographies and time-zones, with preference to experience in the Global South.Exceptional strategic, influencing, negotiation, communication and facilitation skills.Experience of designing projects/campaigns that integrate a smart risk-taking and creative confrontation approach.Utilising audience understanding and digital, fundraising and engagement insights to design and execute data-informed campaigns.Strong financial management skills, and experience managing complex budgets


What you can expect:
You’ll be encouraged to develop both personally and professionally, taking advantage of the wide range of learning and development opportunities available to our staff. Staff can also access various wellbeing initiatives and also have the opportunity to join our global Equity, Diversity & Inclusion staff communities.
When Co-Heads are appointed, it is the responsibility of both to ensure effective joint leadership and to maintain coordination with and accountability to each other. Coaching will be available for both co-leads as well as support in defining ways of working.
To Apply
We welcome everyone to apply for our positions. We understand that some candidates hesitate to apply unless they meet 100% of the criteria. However, we strongly encourage you to apply if you meet some of the key criteria for our roles. We’d love to know how your unique experience can bring value to our team. We believe in people power and having representation from many different communities to effect change.
If you share our vision, please click 'apply for this job' below, to begin your application.
To apply for this role, we require you to answer a selection of key criteria and upload your CV (in English) via our online application form.
Addressing the key criteria is an important part of your application. We will be looking for evidence that demonstrates your skills and experience in these areas. Use examples where possible, to draw attention to experience, knowledge, achievements and skills gained in past employment or voluntary/leisure activities, provided they are relevant to the post.
It’s advisable to prepare your responses to the key criteria before starting your online application, as you are unable to save and return to it at a later date.
Final candidates will be given the opportunity to meet and be assessed alongside a potential Co-Head pairing for the role, before the process concludes. This will likely occur at the 2nd stage interview. The details of which will be discussed further with candidates at the appropriate time.
If you have any questions about this vacancy or the application process, please email us at recruitment.int@greenpeace.org. Please note that all applications have to be filled out via the website and can't be submitted via this email.
Greenpeace International is an equal opportunity employer with a longstanding commitment of providing a work environment that respects the dignity and worth of each individual. We recognise and value the benefits and strengths that diversity brings to our employees and the whole organisation and we thrive in an environment that encourages respect and trust. We do not discriminate in employment opportunities or practices on the basis of age, ancestry, citizenship, colour, disability, ethnicity, family or marital status, gender identity or expression, national origin, political affiliation, race, religion, sex, sexual orientation and would like to invite you especially to apply!
CLOSING DATE: Tuesday 13 February 2024, 23:59 (CEST)
            
          
          
          
        
      
        
                  
    

    




    Lihat selengkapnya",""
